Street,Avg_Latitude,Avg_Longitude,Total_Incidents,Avg_Congestion,Max_Congestion,Total_Injured,Point_Count
PROSPECT EXPRESSWAY EAST,40.652461,-73.978465,17,0.06,0.22,0,9
WILLIAMSBURG STREET WEST,40.700783,-73.961889,14,0.07,0.22,0,6
BUSHWICK AVENUE,40.69275,-73.922115,127,0.06,0.22,0,62
STILLWELL AVENUE,40.612783,-73.971487,23,0.06,0.22,0,12
TILLARY STREET,40.696075,-73.984953,28,0.1,0.22,0,9
VERMONT PLACE,40.690584,-73.89048,7,0.11,0.19,0,2
108 STREET,39.327605,-71.304253,46,0.05,0.19,0,29
CENTRAL PARK WEST,40.783777,-73.970447,34,0.04,0.19,0,23
WEST 125 STREET,40.813114,-73.954878,35,0.09,0.19,0,12
JACKIE ROBINSON PKWY,40.699323,-73.864981,122,0.07,0.19,0,57
CROPSEY AVENUE,40.592067,-73.995415,46,0.05,0.19,0,26
JUNCTION BOULEVARD,40.746396,-73.869071,20,0.06,0.19,0,11
FRANKLIN AVENUE,40.695738,-73.939402,43,0.05,0.19,0,25
EAST GUN HILL ROAD,39.556055,-71.477225,60,0.06,0.19,0,31
LIBERTY AVENUE,40.685038,-73.846456,103,0.05,0.19,0,68
WOODHAVEN BOULEVARD,39.86171,-72.321103,89,0.06,0.19,0,48
BUFFALO AVENUE,40.671547,-73.925271,27,0.08,0.19,0,11
EAST 174 STREET,40.839871,-73.893656,24,0.04,0.19,0,17
SAINT NICHOLAS AVENUE,40.80751,-73.936604,56,0.04,0.19,0,41
HARLEM RIVER DRIVE,40.828802,-73.932405,68,0.05,0.19,0,39
BOSTON ROAD,40.8571,-73.866874,72,0.05,0.19,0,45
MYRTLE AVENUE,40.696353,-73.921806,106,0.05,0.19,0,61
21 STREET,39.406337,-71.467529,50,0.05,0.19,0,30
SPRINGFIELD BOULEVARD,40.702198,-73.747723,65,0.06,0.19,0,35
NEW LOTS AVENUE,40.663355,-73.889588,36,0.05,0.19,0,21
VANDAM STREET,40.739949,-73.935018,28,0.07,0.19,0,12
EAST FORDHAM ROAD,40.860982,-73.892193,54,0.07,0.19,0,25
FLUSHING AVENUE,39.734919,-72.180104,69,0.05,0.19,0,42
COLLEGE POINT BOULEVARD,40.765855,-73.838658,49,0.06,0.19,0,26
WEST 135 STREET,40.816471,-73.946454,17,0.08,0.19,0,7
DELANCEY STREET,40.717872,-73.985911,40,0.06,0.19,0,20
KINGS HIGHWAY,39.902908,-72.619734,106,0.06,0.19,0,56
EAST 125 STREET,40.803732,-73.9359,25,0.11,0.19,0,7
CATON AVENUE,40.649352,-73.970204,20,0.05,0.19,0,12
BROOKVILLE BOULEVARD,40.666189,-73.738404,33,0.05,0.19,0,20
AVENUE OF THE AMERICAS,39.670136,-72.045721,56,0.04,0.16,0,38
KENMARE STREET,40.720757,-73.99537,6,0.1,0.16,0,2
NORTHERN BOULEVARD,40.305869,-73.025366,153,0.05,0.16,0,90
EAST 80 STREET,40.676605,-73.923219,20,0.05,0.16,0,13
EAST 108 STREET,40.694871,-73.907663,16,0.06,0.16,0,9
QUEENS BOULEVARD,40.133426,-72.792232,112,0.05,0.16,0,68
WEST TREMONT AVENUE,40.851875,-73.915899,21,0.07,0.16,0,9
DE KALB AVENUE,40.693094,-73.950476,54,0.06,0.16,0,28
RYER AVENUE,40.855469,-73.899731,15,0.07,0.16,0,7
WEST 23 STREET,40.717086,-73.997091,14,0.07,0.16,0,6
GERRITSEN AVENUE,40.599939,-73.933048,16,0.06,0.16,0,9
WESTCHESTER AVENUE,39.978635,-72.336639,77,0.05,0.16,0,48
EAST 161 STREET,40.825978,-73.919322,38,0.08,0.16,0,15
JEROME AVENUE,40.048935,-72.460855,100,0.06,0.16,0,51
MEEKER AVENUE,40.71991,-73.944675,30,0.06,0.16,0,15
RALPH AVENUE,39.758202,-72.278596,81,0.06,0.16,0,45
STEINWAY STREET,40.764352,-73.914482,20,0.08,0.16,0,8
HALSEY STREET,38.42557,-69.821408,31,0.05,0.16,0,18
OCEAN PARKWAY,40.608396,-73.968523,76,0.06,0.16,0,39
SAINT JOHNS PLACE,40.671817,-73.945945,39,0.07,0.16,0,17
WHITLOCK AVENUE,40.825408,-73.886653,10,0.06,0.16,0,5
BRONX RIVER AVENUE,40.831286,-73.880276,14,0.07,0.16,0,6
EAST 59 STREET,40.735219,-73.956809,16,0.06,0.16,0,9
3 AVENUE,40.48269,-73.498287,229,0.04,0.16,0,158
WEST 134 STREET,40.81594,-73.947306,13,0.08,0.16,0,5
